cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)	G1	G2	G3	G4	G5	G6	AllFiles	AllGroups	DefaultGroups	RTMean	RTStdErr	ProteoSAFeClusterLink	UniqueFileSourcesCount	EvenOdd
101	88	97.997	0	97.997	6.19899e+07	40	48	0	0	0	0	Urine_37_Top10_POS.mzXML:4637###Urine_37_Top10_POS.mzXML:4858###Urine_37_Top10_POS.mzXML:4971###Urine_37_Top10_POS.mzXML:5077###Urine_37_Top10_POS.mzXML:5180###Urine_37_Top10_POS.mzXML:5284###Urine_37_Top10_POS.mzXML:5388###Urine_37_Top10_POS.mzXML:5490###Urine_37_Top10_POS.mzXML:5590###Urine_37_Top10_POS.mzXML:5697###Urine_37_Top10_POS.mzXML:5807###Urine_37_Top10_POS.mzXML:5914###Urine_37_Top10_POS.mzXML:6017###Urine_37_Top10_POS.mzXML:6074###Urine_37_Top10_POS.mzXML:6124###Urine_37_Top10_POS.mzXML:6189###Urine_37_Top10_POS.mzXML:6231###Urine_37_Top10_POS.mzXML:6336###Urine_37_Top10_POS.mzXML:6444###Urine_37_Top10_POS.mzXML:6544###Urine_37_Top10_POS.mzXML:6638###Urine_37_Top10_POS.mzXML:6824###Urine_37_Top10_POS.mzXML:6914###Urine_37_Top10_POS.mzXML:7005###Urine_37_Top10_POS.mzXML:7090###Urine_37_Top10_POS.mzXML:7175###Urine_37_Top10_POS.mzXML:7249###Urine_37_Top10_POS.mzXML:7328###Urine_37_Top10_POS.mzXML:7408###Urine_37_Top10_POS.mzXML:7494###Urine_37_Top10_POS.mzXML:7580###Urine_37_Top10_POS.mzXML:7661###Urine_37_Top10_POS.mzXML:7738###Urine_37_Top10_POS.mzXML:7810###Urine_37_Top10_POS.mzXML:7885###Urine_37_Top10_POS.mzXML:7959###Urine_37_Top10_POS.mzXML:8041###Urine_37_Top10_POS.mzXML:8144###Urine_37_Top10_POS.mzXML:8225###Urine_37_Top10_POS.mzXML:8303###Urine_64_Top10_POS.mzXML:2669###Urine_64_Top10_POS.mzXML:2791###Urine_64_Top10_POS.mzXML:3930###Urine_64_Top10_POS.mzXML:4052###Urine_64_Top10_POS.mzXML:4263###Urine_64_Top10_POS.mzXML:4372###Urine_64_Top10_POS.mzXML:4477###Urine_64_Top10_POS.mzXML:4581###Urine_64_Top10_POS.mzXML:4686###Urine_64_Top10_POS.mzXML:4782###Urine_64_Top10_POS.mzXML:4874###Urine_64_Top10_POS.mzXML:4969###Urine_64_Top10_POS.mzXML:5065###Urine_64_Top10_POS.mzXML:5159###Urine_64_Top10_POS.mzXML:5249###Urine_64_Top10_POS.mzXML:5339###Urine_64_Top10_POS.mzXML:5434###Urine_64_Top10_POS.mzXML:5533###Urine_64_Top10_POS.mzXML:5628###Urine_64_Top10_POS.mzXML:5722###Urine_64_Top10_POS.mzXML:5821###Urine_64_Top10_POS.mzXML:5913###Urine_64_Top10_POS.mzXML:6002###Urine_64_Top10_POS.mzXML:6086###Urine_64_Top10_POS.mzXML:6169###Urine_64_Top10_POS.mzXML:6252###Urine_64_Top10_POS.mzXML:6331###Urine_64_Top10_POS.mzXML:6414###Urine_64_Top10_POS.mzXML:6494###Urine_64_Top10_POS.mzXML:6576###Urine_64_Top10_POS.mzXML:6657###Urine_64_Top10_POS.mzXML:6732###Urine_64_Top10_POS.mzXML:6803###Urine_64_Top10_POS.mzXML:6874###Urine_64_Top10_POS.mzXML:6948###Urine_64_Top10_POS.mzXML:7024###Urine_64_Top10_POS.mzXML:7103###Urine_64_Top10_POS.mzXML:7177###Urine_64_Top10_POS.mzXML:7250###Urine_64_Top10_POS.mzXML:7322###Urine_64_Top10_POS.mzXML:7394###Urine_64_Top10_POS.mzXML:7469###Urine_64_Top10_POS.mzXML:7663###Urine_64_Top10_POS.mzXML:7742###Urine_64_Top10_POS.mzXML:7812###Urine_64_Top10_POS.mzXML:7887###Urine_64_Top10_POS.mzXML:7977###Urine_64_Top10_POS.mzXML:8159###	 	G1,G2,	972.909784091	210.045427266	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=101	2	0
102	4	98.98	0	98.98	3.47455e+06	4	0	0	0	0	0	Urine_37_Top10_POS.mzXML:4386###Urine_37_Top10_POS.mzXML:4501###Urine_37_Top10_POS.mzXML:4613###Urine_37_Top10_POS.mzXML:4722###	 	G1,	671.12625	20.9593464334	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=102	1	1
104	2	99	0	99	904561	2	0	0	0	0	0	Urine_37_Top10_POS.mzXML:8390###Urine_37_Top10_POS.mzXML:8598###	 	G1,	1325.8	23.5183715423	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=104	1	1
106	3	99.041	0	99.041	2.46832e+06	2	1	0	0	0	0	Urine_37_Top10_POS.mzXML:3923###Urine_37_Top10_POS.mzXML:4120###Urine_64_Top10_POS.mzXML:3736###	 	G1,G2,	592.403	15.5841321542	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=106	2	1
107	2	99.06	0	99.06	451510	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:1196###Urine_64_Top10_POS.mzXML:1056###	 	G1,G2,	204.8885	3.18410183568	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=107	2	0
108	2	100.05	0	100.05	2.64982e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:3750###Urine_64_Top10_POS.mzXML:3577###	 	G1,G2,	561.225	0.907925107044	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=108	2	1
109	90	100.076	0	100.076	1.27753e+08	43	47	0	0	0	0	Urine_37_Top10_POS.mzXML:1892###Urine_37_Top10_POS.mzXML:2009###Urine_37_Top10_POS.mzXML:2128###Urine_37_Top10_POS.mzXML:2253###Urine_37_Top10_POS.mzXML:2373###Urine_37_Top10_POS.mzXML:2491###Urine_37_Top10_POS.mzXML:2643###Urine_37_Top10_POS.mzXML:2763###Urine_37_Top10_POS.mzXML:3684###Urine_37_Top10_POS.mzXML:4004###Urine_37_Top10_POS.mzXML:4763###Urine_37_Top10_POS.mzXML:4872###Urine_37_Top10_POS.mzXML:4981###Urine_37_Top10_POS.mzXML:5195###Urine_37_Top10_POS.mzXML:5302###Urine_37_Top10_POS.mzXML:5403###Urine_37_Top10_POS.mzXML:5506###Urine_37_Top10_POS.mzXML:5610###Urine_37_Top10_POS.mzXML:5720###Urine_37_Top10_POS.mzXML:5953###Urine_37_Top10_POS.mzXML:6059###Urine_37_Top10_POS.mzXML:6163###Urine_37_Top10_POS.mzXML:6269###Urine_37_Top10_POS.mzXML:6376###Urine_37_Top10_POS.mzXML:6479###Urine_37_Top10_POS.mzXML:6668###Urine_37_Top10_POS.mzXML:6948###Urine_37_Top10_POS.mzXML:7036###Urine_37_Top10_POS.mzXML:7124###Urine_37_Top10_POS.mzXML:7381###Urine_37_Top10_POS.mzXML:7466###Urine_37_Top10_POS.mzXML:7552###Urine_37_Top10_POS.mzXML:7635###Urine_37_Top10_POS.mzXML:7712###Urine_37_Top10_POS.mzXML:7789###Urine_37_Top10_POS.mzXML:7865###Urine_37_Top10_POS.mzXML:7941###Urine_37_Top10_POS.mzXML:8110###Urine_37_Top10_POS.mzXML:8199###Urine_37_Top10_POS.mzXML:8273###Urine_37_Top10_POS.mzXML:8360###Urine_37_Top10_POS.mzXML:8461###Urine_37_Top10_POS.mzXML:8668###Urine_64_Top10_POS.mzXML:1735###Urine_64_Top10_POS.mzXML:1852###Urine_64_Top10_POS.mzXML:1971###Urine_64_Top10_POS.mzXML:2085###Urine_64_Top10_POS.mzXML:2206###Urine_64_Top10_POS.mzXML:2323###Urine_64_Top10_POS.mzXML:2443###Urine_64_Top10_POS.mzXML:2564###Urine_64_Top10_POS.mzXML:3514###Urine_64_Top10_POS.mzXML:3811###Urine_64_Top10_POS.mzXML:4187###Urine_64_Top10_POS.mzXML:4323###Urine_64_Top10_POS.mzXML:4466###Urine_64_Top10_POS.mzXML:4572###Urine_64_Top10_POS.mzXML:4676###Urine_64_Top10_POS.mzXML:4770###Urine_64_Top10_POS.mzXML:4865###Urine_64_Top10_POS.mzXML:4960###Urine_64_Top10_POS.mzXML:5054###Urine_64_Top10_POS.mzXML:5149###Urine_64_Top10_POS.mzXML:5237###Urine_64_Top10_POS.mzXML:5327###Urine_64_Top10_POS.mzXML:5523###Urine_64_Top10_POS.mzXML:5619###Urine_64_Top10_POS.mzXML:5714###Urine_64_Top10_POS.mzXML:5810###Urine_64_Top10_POS.mzXML:5991###Urine_64_Top10_POS.mzXML:6241###Urine_64_Top10_POS.mzXML:6489###Urine_64_Top10_POS.mzXML:6570###Urine_64_Top10_POS.mzXML:6650###Urine_64_Top10_POS.mzXML:6726###Urine_64_Top10_POS.mzXML:6797###Urine_64_Top10_POS.mzXML:6868###Urine_64_Top10_POS.mzXML:6942###Urine_64_Top10_POS.mzXML:7018###Urine_64_Top10_POS.mzXML:7097###Urine_64_Top10_POS.mzXML:7170###Urine_64_Top10_POS.mzXML:7243###Urine_64_Top10_POS.mzXML:7316###Urine_64_Top10_POS.mzXML:7388###Urine_64_Top10_POS.mzXML:7463###Urine_64_Top10_POS.mzXML:7547###Urine_64_Top10_POS.mzXML:7723###Urine_64_Top10_POS.mzXML:7797###Urine_64_Top10_POS.mzXML:7870###Urine_64_Top10_POS.mzXML:8224###	 	G1,G2,	873.609022222	312.419021342	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=109	2	1
110	2	100.078	0	100.078	421809	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:7300###Urine_64_Top10_POS.mzXML:7639###	 	G1,G2,	1181.27	113.985613127	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=110	2	1
111	6	100.076	0	100.076	1.40621e+06	3	3	0	0	0	0	Urine_37_Top10_POS.mzXML:8570###Urine_37_Top10_POS.mzXML:8854###Urine_37_Top10_POS.mzXML:8931###Urine_64_Top10_POS.mzXML:8303###Urine_64_Top10_POS.mzXML:8371###Urine_64_Top10_POS.mzXML:8439###	 	G1,G2,	1387.595	26.8000498134	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=111	2	1
120	4	100.08	0	100.08	1.31072e+06	1	3	0	0	0	0	Urine_37_Top10_POS.mzXML:6859###Urine_64_Top10_POS.mzXML:5423###Urine_64_Top10_POS.mzXML:6075###Urine_64_Top10_POS.mzXML:6320###	 	G1,G2,	953.7575	78.0860377895	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=120	2	1
124	2	100.08	0	100.08	640500	0	2	0	0	0	0	Urine_64_Top10_POS.mzXML:6158###Urine_64_Top10_POS.mzXML:6405###	 	G2,	991.3325	33.3153359956	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=124	1	1
127	18	101.066	0	101.066	8.59774e+06	7	11	0	0	0	0	Urine_37_Top10_POS.mzXML:448###Urine_37_Top10_POS.mzXML:541###Urine_37_Top10_POS.mzXML:727###Urine_37_Top10_POS.mzXML:817###Urine_37_Top10_POS.mzXML:905###Urine_37_Top10_POS.mzXML:1259###Urine_37_Top10_POS.mzXML:4515###Urine_64_Top10_POS.mzXML:238###Urine_64_Top10_POS.mzXML:561###Urine_64_Top10_POS.mzXML:641###Urine_64_Top10_POS.mzXML:721###Urine_64_Top10_POS.mzXML:800###Urine_64_Top10_POS.mzXML:877###Urine_64_Top10_POS.mzXML:1033###Urine_64_Top10_POS.mzXML:1113###Urine_64_Top10_POS.mzXML:1206###Urine_64_Top10_POS.mzXML:1459###Urine_64_Top10_POS.mzXML:4283###	 	G1,G2,	209.59405	174.400902639	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=127	2	0
128	3	102.059	0	102.059	2.35815e+06	1	2	0	0	0	0	Urine_37_Top10_POS.mzXML:3572###Urine_64_Top10_POS.mzXML:3403###Urine_64_Top10_POS.mzXML:3412###	 	G1,G2,	537.942333333	1.12334960423	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=128	2	1
129	7	102.057	0	102.057	6.31867e+06	5	2	0	0	0	0	Urine_37_Top10_POS.mzXML:2947###Urine_37_Top10_POS.mzXML:3079###Urine_37_Top10_POS.mzXML:3911###Urine_37_Top10_POS.mzXML:4121###Urine_37_Top10_POS.mzXML:5415###Urine_64_Top10_POS.mzXML:2811###Urine_64_Top10_POS.mzXML:3927###	 	G1,G2,	568.970857143	123.597511672	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=129	2	1
130	5	102.056	0	102.056	7.77174e+06	5	0	0	0	0	0	Urine_37_Top10_POS.mzXML:5409###Urine_37_Top10_POS.mzXML:5909###Urine_37_Top10_POS.mzXML:5943###Urine_37_Top10_POS.mzXML:5982###Urine_37_Top10_POS.mzXML:6598###	 	G1,	881.2918	63.7837268565	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=130	1	1
131	33	102.083	0	102.083	6.60948e+08	24	9	0	0	0	0	Urine_37_Top10_POS.mzXML:5035###Urine_37_Top10_POS.mzXML:5115###Urine_37_Top10_POS.mzXML:5231###Urine_37_Top10_POS.mzXML:5281###Urine_37_Top10_POS.mzXML:6263###Urine_37_Top10_POS.mzXML:6365###Urine_37_Top10_POS.mzXML:6388###Urine_37_Top10_POS.mzXML:6401###Urine_37_Top10_POS.mzXML:6407###Urine_37_Top10_POS.mzXML:6439###Urine_37_Top10_POS.mzXML:6467###Urine_37_Top10_POS.mzXML:6489###Urine_37_Top10_POS.mzXML:6501###Urine_37_Top10_POS.mzXML:6560###Urine_37_Top10_POS.mzXML:6654###Urine_37_Top10_POS.mzXML:6748###Urine_37_Top10_POS.mzXML:6934###Urine_37_Top10_POS.mzXML:6961###Urine_37_Top10_POS.mzXML:7021###Urine_37_Top10_POS.mzXML:7094###Urine_37_Top10_POS.mzXML:7107###Urine_37_Top10_POS.mzXML:7189###Urine_37_Top10_POS.mzXML:7470###Urine_37_Top10_POS.mzXML:7586###Urine_64_Top10_POS.mzXML:3007###Urine_64_Top10_POS.mzXML:3131###Urine_64_Top10_POS.mzXML:4659###Urine_64_Top10_POS.mzXML:4926###Urine_64_Top10_POS.mzXML:6256###Urine_64_Top10_POS.mzXML:6334###Urine_64_Top10_POS.mzXML:6537###Urine_64_Top10_POS.mzXML:6621###Urine_64_Top10_POS.mzXML:6696###	 	G1,G2,	931.820575758	160.65889579	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=131	2	1
132	3	102.112	0	102.112	1.06703e+06	2	1	0	0	0	0	Urine_37_Top10_POS.mzXML:5825###Urine_37_Top10_POS.mzXML:6844###Urine_64_Top10_POS.mzXML:5582###	 	G1,G2,	915.378666667	88.2048478845	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=132	2	1
134	5	103.09	0	103.09	1.09412e+07	5	0	0	0	0	0	Urine_37_Top10_POS.mzXML:6330###Urine_37_Top10_POS.mzXML:6396###Urine_37_Top10_POS.mzXML:6495###Urine_37_Top10_POS.mzXML:6747###Urine_37_Top10_POS.mzXML:6845###	 	G1,	971.4446	36.1049442985	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=134	1	0
135	179	104.089	0	104.089	2.12303e+09	88	91	0	0	0	0	Urine_37_Top10_POS.mzXML:41###Urine_37_Top10_POS.mzXML:130###Urine_37_Top10_POS.mzXML:225###Urine_37_Top10_POS.mzXML:316###Urine_37_Top10_POS.mzXML:408###Urine_37_Top10_POS.mzXML:499###Urine_37_Top10_POS.mzXML:593###Urine_37_Top10_POS.mzXML:682###Urine_37_Top10_POS.mzXML:773###Urine_37_Top10_POS.mzXML:862###Urine_37_Top10_POS.mzXML:953###Urine_37_Top10_POS.mzXML:1041###Urine_37_Top10_POS.mzXML:1129###Urine_37_Top10_POS.mzXML:1217###Urine_37_Top10_POS.mzXML:1322###Urine_37_Top10_POS.mzXML:2871###Urine_37_Top10_POS.mzXML:3575###Urine_37_Top10_POS.mzXML:3688###Urine_37_Top10_POS.mzXML:3822###Urine_37_Top10_POS.mzXML:3946###Urine_37_Top10_POS.mzXML:3969###Urine_37_Top10_POS.mzXML:4061###Urine_37_Top10_POS.mzXML:4086###Urine_37_Top10_POS.mzXML:4182###Urine_37_Top10_POS.mzXML:4206###Urine_37_Top10_POS.mzXML:4323###Urine_37_Top10_POS.mzXML:4327###Urine_37_Top10_POS.mzXML:4436###Urine_37_Top10_POS.mzXML:4447###Urine_37_Top10_POS.mzXML:4545###Urine_37_Top10_POS.mzXML:4557###Urine_37_Top10_POS.mzXML:4657###Urine_37_Top10_POS.mzXML:4767###Urine_37_Top10_POS.mzXML:4879###Urine_37_Top10_POS.mzXML:4989###Urine_37_Top10_POS.mzXML:5096###Urine_37_Top10_POS.mzXML:5202###Urine_37_Top10_POS.mzXML:5308###Urine_37_Top10_POS.mzXML:5412###Urine_37_Top10_POS.mzXML:5515###Urine_37_Top10_POS.mzXML:5614###Urine_37_Top10_POS.mzXML:5719###Urine_37_Top10_POS.mzXML:5832###Urine_37_Top10_POS.mzXML:5938###Urine_37_Top10_POS.mzXML:5977###Urine_37_Top10_POS.mzXML:6045###Urine_37_Top10_POS.mzXML:6082###Urine_37_Top10_POS.mzXML:6138###Urine_37_Top10_POS.mzXML:6143###Urine_37_Top10_POS.mzXML:6149###Urine_37_Top10_POS.mzXML:6193###Urine_37_Top10_POS.mzXML:6255###Urine_37_Top10_POS.mzXML:6299###Urine_37_Top10_POS.mzXML:6350###Urine_37_Top10_POS.mzXML:6361###Urine_37_Top10_POS.mzXML:6367###Urine_37_Top10_POS.mzXML:6368###Urine_37_Top10_POS.mzXML:6750###Urine_37_Top10_POS.mzXML:6751###Urine_37_Top10_POS.mzXML:6843###Urine_37_Top10_POS.mzXML:6849###Urine_37_Top10_POS.mzXML:6933###Urine_37_Top10_POS.mzXML:6939###Urine_37_Top10_POS.mzXML:7188###Urine_37_Top10_POS.mzXML:7190###Urine_37_Top10_POS.mzXML:7262###Urine_37_Top10_POS.mzXML:7341###Urine_37_Top10_POS.mzXML:7424###Urine_37_Top10_POS.mzXML:7509###Urine_37_Top10_POS.mzXML:7595###Urine_37_Top10_POS.mzXML:7673###Urine_37_Top10_POS.mzXML:7749###Urine_37_Top10_POS.mzXML:7823###Urine_37_Top10_POS.mzXML:7899###Urine_37_Top10_POS.mzXML:8057###Urine_37_Top10_POS.mzXML:8147###Urine_37_Top10_POS.mzXML:8228###Urine_37_Top10_POS.mzXML:8304###Urine_37_Top10_POS.mzXML:8392###Urine_37_Top10_POS.mzXML:8489###Urine_37_Top10_POS.mzXML:8588###Urine_37_Top10_POS.mzXML:8682###Urine_37_Top10_POS.mzXML:8699###Urine_37_Top10_POS.mzXML:8776###Urine_37_Top10_POS.mzXML:8864###Urine_37_Top10_POS.mzXML:8938###Urine_37_Top10_POS.mzXML:9013###Urine_37_Top10_POS.mzXML:9087###Urine_64_Top10_POS.mzXML:30###Urine_64_Top10_POS.mzXML:119###Urine_64_Top10_POS.mzXML:200###Urine_64_Top10_POS.mzXML:281###Urine_64_Top10_POS.mzXML:363###Urine_64_Top10_POS.mzXML:448###Urine_64_Top10_POS.mzXML:529###Urine_64_Top10_POS.mzXML:609###Urine_64_Top10_POS.mzXML:687###Urine_64_Top10_POS.mzXML:765###Urine_64_Top10_POS.mzXML:845###Urine_64_Top10_POS.mzXML:922###Urine_64_Top10_POS.mzXML:1000###Urine_64_Top10_POS.mzXML:1080###Urine_64_Top10_POS.mzXML:1167###Urine_64_Top10_POS.mzXML:1267###Urine_64_Top10_POS.mzXML:2009###Urine_64_Top10_POS.mzXML:2132###Urine_64_Top10_POS.mzXML:2253###Urine_64_Top10_POS.mzXML:2379###Urine_64_Top10_POS.mzXML:2524###Urine_64_Top10_POS.mzXML:2737###Urine_64_Top10_POS.mzXML:3101###Urine_64_Top10_POS.mzXML:3329###Urine_64_Top10_POS.mzXML:3519###Urine_64_Top10_POS.mzXML:3640###Urine_64_Top10_POS.mzXML:3764###Urine_64_Top10_POS.mzXML:3873###Urine_64_Top10_POS.mzXML:3881###Urine_64_Top10_POS.mzXML:3900###Urine_64_Top10_POS.mzXML:3991###Urine_64_Top10_POS.mzXML:3993###Urine_64_Top10_POS.mzXML:4101###Urine_64_Top10_POS.mzXML:4114###Urine_64_Top10_POS.mzXML:4211###Urine_64_Top10_POS.mzXML:4225###Urine_64_Top10_POS.mzXML:4319###Urine_64_Top10_POS.mzXML:4341###Urine_64_Top10_POS.mzXML:4425###Urine_64_Top10_POS.mzXML:4529###Urine_64_Top10_POS.mzXML:4631###Urine_64_Top10_POS.mzXML:4730###Urine_64_Top10_POS.mzXML:4821###Urine_64_Top10_POS.mzXML:4915###Urine_64_Top10_POS.mzXML:5007###Urine_64_Top10_POS.mzXML:5101###Urine_64_Top10_POS.mzXML:5192###Urine_64_Top10_POS.mzXML:5279###Urine_64_Top10_POS.mzXML:5369###Urine_64_Top10_POS.mzXML:5470###Urine_64_Top10_POS.mzXML:5570###Urine_64_Top10_POS.mzXML:5663###Urine_64_Top10_POS.mzXML:5759###Urine_64_Top10_POS.mzXML:5840###Urine_64_Top10_POS.mzXML:5859###Urine_64_Top10_POS.mzXML:5935###Urine_64_Top10_POS.mzXML:5952###Urine_64_Top10_POS.mzXML:6022###Urine_64_Top10_POS.mzXML:6037###Urine_64_Top10_POS.mzXML:6119###Urine_64_Top10_POS.mzXML:6200###Urine_64_Top10_POS.mzXML:6279###Urine_64_Top10_POS.mzXML:6360###Urine_64_Top10_POS.mzXML:6440###Urine_64_Top10_POS.mzXML:6520###Urine_64_Top10_POS.mzXML:6616###Urine_64_Top10_POS.mzXML:6841###Urine_64_Top10_POS.mzXML:6915###Urine_64_Top10_POS.mzXML:6990###Urine_64_Top10_POS.mzXML:7068###Urine_64_Top10_POS.mzXML:7144###Urine_64_Top10_POS.mzXML:7216###Urine_64_Top10_POS.mzXML:7289###Urine_64_Top10_POS.mzXML:7437###Urine_64_Top10_POS.mzXML:7514###Urine_64_Top10_POS.mzXML:7598###Urine_64_Top10_POS.mzXML:7690###Urine_64_Top10_POS.mzXML:7765###Urine_64_Top10_POS.mzXML:7836###Urine_64_Top10_POS.mzXML:7917###Urine_64_Top10_POS.mzXML:8011###Urine_64_Top10_POS.mzXML:8026###Urine_64_Top10_POS.mzXML:8100###Urine_64_Top10_POS.mzXML:8114###Urine_64_Top10_POS.mzXML:8186###Urine_64_Top10_POS.mzXML:8200###Urine_64_Top10_POS.mzXML:8270###Urine_64_Top10_POS.mzXML:8342###Urine_64_Top10_POS.mzXML:8410###Urine_64_Top10_POS.mzXML:8478###Urine_64_Top10_POS.mzXML:8546###	 	G1,G2,	790.459821732	405.863142197	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=135	2	1
139	25	105.033	0	105.033	3.45716e+08	12	13	0	0	0	0	Urine_37_Top10_POS.mzXML:1743###Urine_37_Top10_POS.mzXML:1862###Urine_37_Top10_POS.mzXML:1982###Urine_37_Top10_POS.mzXML:2103###Urine_37_Top10_POS.mzXML:2213###Urine_37_Top10_POS.mzXML:2334###Urine_37_Top10_POS.mzXML:2455###Urine_37_Top10_POS.mzXML:2576###Urine_37_Top10_POS.mzXML:4785###Urine_37_Top10_POS.mzXML:5942###Urine_37_Top10_POS.mzXML:8046###Urine_37_Top10_POS.mzXML:8134###Urine_64_Top10_POS.mzXML:1284###Urine_64_Top10_POS.mzXML:1579###Urine_64_Top10_POS.mzXML:1694###Urine_64_Top10_POS.mzXML:1804###Urine_64_Top10_POS.mzXML:1914###Urine_64_Top10_POS.mzXML:2024###Urine_64_Top10_POS.mzXML:2134###Urine_64_Top10_POS.mzXML:2244###Urine_64_Top10_POS.mzXML:2354###Urine_64_Top10_POS.mzXML:2464###Urine_64_Top10_POS.mzXML:4469###Urine_64_Top10_POS.mzXML:4575###Urine_64_Top10_POS.mzXML:7561###	 	G1,G2,	514.76684	318.933823517	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=139	2	1
140	10	105.095	0	105.095	9.74155e+07	10	0	0	0	0	0	Urine_37_Top10_POS.mzXML:6137###Urine_37_Top10_POS.mzXML:6169###Urine_37_Top10_POS.mzXML:6175###Urine_37_Top10_POS.mzXML:6243###Urine_37_Top10_POS.mzXML:6280###Urine_37_Top10_POS.mzXML:6346###Urine_37_Top10_POS.mzXML:6387###Urine_37_Top10_POS.mzXML:6465###Urine_37_Top10_POS.mzXML:6488###Urine_37_Top10_POS.mzXML:6586###	 	G1,	934.4967	23.1974407355	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=140	1	0
141	2	105.076	0	105.076	2.46288e+07	0	2	0	0	0	0	Urine_64_Top10_POS.mzXML:3907###Urine_64_Top10_POS.mzXML:3932###	 	G2,	609.228	2.50740064609	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=141	1	0
143	2	106.05	0	106.05	4.34832e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:4364###Urine_64_Top10_POS.mzXML:4203###	 	G1,G2,	646.687	4.47740013847	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=143	2	0
144	5	106.087	0	106.087	2.09951e+07	3	2	0	0	0	0	Urine_37_Top10_POS.mzXML:3362###Urine_37_Top10_POS.mzXML:3481###Urine_37_Top10_POS.mzXML:3601###Urine_64_Top10_POS.mzXML:3299###Urine_64_Top10_POS.mzXML:3409###	 	G1,G2,	527.1356	13.2433257454	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=144	2	1
